officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,model,variantCount,categoryPath,description,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl
MGF-D-GE150-024-M,MGF,MGF S.r.l.,24/10 GENESI M Advanced Pure Air - 230V 50Hz,D-GE150-024-M,D-GE150-024-M,24/10 GENESI M Advanced Pure Air,1,Стоматологические компрессоры Pure Air,"Oil free compressor, flow rate 135 l/min@5 bar, 24 L tank, with new adsorbent crystal dryer.",https://www.mgfcompressors.com/fileadmin/_processed_/5/0/csm_24-10_GENESI_SKR__1__SCONTORNO_3041c3ad89.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/pure-air-dental-compressors/24-10-genesi-m-advanced-pure-air.html
MGF-D-GE150-024-M,MGF,MGF S.r.l.,24/10 GENESI M Advanced Pure Air - 230V 50Hz,D-GE150-024-M,D-GE150-024-M,24/10 GENESI M Advanced Pure Air,1,Стоматологические компрессоры Pure Air,"Oil free compressor, flow rate 135 l/min@5 bar, 24 L tank, with new adsorbent crystal dryer.",https://www.mgfcompressors.com/fileadmin/_processed_/5/0/csm_24-10_GENESI_SKR__1__SCONTORNO_3041c3ad89.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/pure-air-dental-compressors/genesi-line/24-10-genesi-m-advanced-pure-air.html
MGF-D-GE150-024,MGF,MGF S.r.l.,24/10 GENESI S - 230V 50Hz,D-GE150-024,D-GE150-024,24/10 GENESI S,1,Стоматологические компрессоры Pure Air,"Oil free compressor, FAD at 5 bar 135 l/min, tank capacity 24 L, without air dryer.",https://www.mgfcompressors.com/fileadmin/_processed_/e/5/csm_MGF-24-10-GENESI-S-22_6610603eaf.png,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/pure-air-dental-compressors/genesi-line/24-10-genesi-s.html
MGF-PR-OF1200-270-MT3-HD,MGF,MGF S.r.l.,270/100 TANDEM PRIME M HD - 400V 50/60Hz,PR-OF1200-270-MT3-HD,PR-OF1200-270-MT3-HD,270/100 TANDEM PRIME M HD,1,Компрессоры PRIME HD для CAD/CAM,"Oil free compressor, 12 cylinders, air output 720 l/min@8 bar, 270 l tank, new generation membrane dryer capable of supplying dried air down to -20°C dew point",https://www.mgfcompressors.com/fileadmin/_processed_/d/5/csm_270-100_TANDEM_PRIME_M__SCONTORNO_aff4c60c0f.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/oil-free-compressors-prime-hd-for-cad-cam/prime-versions-with-air-dryer/270-100-tandem-prime-m-hd.html
MGF-PR-OF1200-270-T3-HD,MGF,MGF S.r.l.,270/100 TANDEM PRIME S HD 10 BAR - 400V 50/60Hz,PR-OF1200-270-T3-HD,PR-OF1200-270-T3-HD,270/100 TANDEM PRIME S HD 10 BAR,1,Компрессоры для централизованных систем,"Oil free compressor, 12 cylinders, air output 760 /min@8 bar, 260 liter tank, without dryer.",https://www.mgfcompressors.com/fileadmin/_processed_/d/1/csm_270-100_TANDEM_PRIME_S_bb89159c23.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/oil-free-compressors-for-centralized-systems/200-75-prime-s-10-bar-1-1.html
MGF-PR-OF1200-270-T3-HD,MGF,MGF S.r.l.,270/100 TANDEM PRIME S HD 10 BAR - 400V 50/60Hz,PR-OF1200-270-T3-HD,PR-OF1200-270-T3-HD,270/100 TANDEM PRIME S HD 10 BAR,1,Компрессоры PRIME HD для CAD/CAM,"Oil free compressor, 12 cylinders, air output 760 /min@8 bar, 260 liter tank, without dryer.",https://www.mgfcompressors.com/fileadmin/_processed_/d/1/csm_270-100_TANDEM_PRIME_S_bb89159c23.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/oil-free-compressors-prime-hd-for-cad-cam/prime-version-without-air-dryer/200-75-prime-s-10-bar-1-1.html
MGF-AS-40040012,MGF,MGF S.r.l.,2H control unit,AS-40040012,AS-40040012,2H control unit,1,Стоматологические аспирационные системы,Control unit for parallel connection of 2 MGF HYBRID units,https://www.mgfcompressors.com/fileadmin/_processed_/5/a/csm_Centralina_2H_5067fac8a4.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/dental-suction-systems/surgical-suction-accessories/2h-control-unit.html
MGF-AS-40040012,MGF,MGF S.r.l.,2H control unit,AS-40040012,AS-40040012,2H control unit,1,Централизованная хирургическая аспирация,Control unit for parallel connection of 2 MGF HYBRID units,https://www.mgfcompressors.com/fileadmin/_processed_/5/a/csm_Centralina_2H_5067fac8a4.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/surgical-suction-accessories/2h-control-unit.html
MGF-AS-450-EX,MGF,MGF S.r.l.,3 x HYBRID 5,AS-450-EX,AS-450-EX,3 x HYBRID 5,1,Централизованная хирургическая аспирация,Centralized wet ring suction system plug & play up to 18 dental units.,https://www.mgfcompressors.com/fileadmin/_processed_/c/5/csm_IBRIB_5x3-1_senza_canister-JPEG_ridimensionata_7ab63806a1.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/3-x-hybrid-5.html
MGF-AS-450-EX,MGF,MGF S.r.l.,3 x HYBRID 5,AS-450-EX,AS-450-EX,3 x HYBRID 5,1,Централизованная хирургическая аспирация,Centralized wet ring suction system plug & play up to 18 dental units.,https://www.mgfcompressors.com/fileadmin/_processed_/c/5/csm_IBRIB_5x3-1_senza_canister-JPEG_ridimensionata_7ab63806a1.jpg,1,BRAND_OBSERVED_IN_KAZAKHSTAN_MARKET,KZ_SKU_EVIDENCE_REQUIRED,https://www.mgfcompressors.com/dental/centralized-surgical-dental-suction/centralized-suction-up-to-20-dental-chairs/3-x-hybrid-5.html
