officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl,referenceReviewNote
LM-DENTAL-EXPLORER-PERIODONTAL-PROBE-8-520B,LM Dental,LM-Instruments Oy,Explorer – Periodontal Probe 8-520B,8-520B,8-520B,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2022/08/explorer-periodontal-probe-lm8-520b-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-periodontal-probe-8-520b/,
LM-DENTAL-EXPLORER-PROBE-2,LM Dental,LM-Instruments Oy,Explorer – Probe 2,23-520BXSIVET,23-520BXSIVET,1,LM Dental / veterinary products / see test measure,https://lm-dental.com/wp-content/uploads/2022/08/explorer-probe-2-lm-23-520b-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/see-test-measure/explorer-probe-2/,
LM-DENTAL-EXPLORER-PROBE-3,LM Dental,LM-Instruments Oy,Explorer – Probe 3,23-530BXSIVET,23-530BXSIVET,1,LM Dental / veterinary products / see test measure,https://lm-dental.com/wp-content/uploads/2022/08/explorer-probe-3-lm-23-530b-xsi-vet-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/veterinary-products/see-test-measure/explorer-probe-3/,
LM-DENTAL-EXPLORER-WHO-PROBE-23-550B,LM Dental,LM-Instruments Oy,Explorer – WHO Probe 23-550B,23-550B,23-550B,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2022/08/explorer-who-probe-lm-23-550b-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-who-probe-23-550b/,
LM-DENTAL-EXPLORER-WHO-PROBE-8-550B,LM Dental,LM-Instruments Oy,Explorer – WHO Probe 8-550B,8-550B,8-550B,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2022/08/explorer-who-probe-lm-8-550b-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-who-probe-8-550b/,
LM-DENTAL-EXPLORER-WILLIAMS-PROBE-23-51,LM Dental,LM-Instruments Oy,Explorer – Williams Probe 23-51,23-51,23-51,1,LM Dental / handinstrumentation / diagnostics / periodontal probes,https://lm-dental.com/wp-content/uploads/2024/11/Explorer-WilliamsProbe_23-51_ES_Back-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/periodontal-probes/explorer-williams-probe-23-51/,
LM-DENTAL-EXPLORER-11-12,LM Dental,LM-Instruments Oy,Explorer 11-12,11-12,11-12,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-11-12-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-11-12/,
LM-DENTAL-EXPLORER-17-23,LM Dental,LM-Instruments Oy,Explorer 17-23,17-23,17-23,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-17-23-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-17-23/,
LM-DENTAL-EXPLORER-17C-23,LM Dental,LM-Instruments Oy,Explorer 17C-23,17C-23,17C-23,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-17c-23-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-17c-23/,
LM-DENTAL-EXPLORER-18-19,LM Dental,LM-Instruments Oy,Explorer 18-19,18-19,18-19,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-18-19-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-18-19/,
LM-DENTAL-EXPLORER-29,LM Dental,LM-Instruments Oy,Explorer 29,29,29,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-29-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-29/,
LM-DENTAL-EXPLORER-3-6,LM Dental,LM-Instruments Oy,Explorer 3-6,3-6,3-6,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-3-6-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-3-6/,
LM-DENTAL-EXPLORER-5-8,LM Dental,LM-Instruments Oy,Explorer 5-8,5-8,5-8,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-5-8-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-5-8/,
LM-DENTAL-EXPLORER-5-9,LM Dental,LM-Instruments Oy,Explorer 5-9,5-9,5-9,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-5-9-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-5-9/,
LM-DENTAL-EXPLORER-9,LM Dental,LM-Instruments Oy,Explorer 9,9,9,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/explorer-lm-9-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-9/,
LM-DENTAL-EXPLORER-CENTERED-9-17C,LM Dental,LM-Instruments Oy,"Explorer, centered 9-17C",9-17C,9-17C,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/10/Explorer-centered-9-17C-9-17C-ES_1-2.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/explorer-centered-9-17c/,
LM-DENTAL-FILLING-REMOVER,LM Dental,LM-Instruments Oy,Filling Remover,764-766,764-766,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / others 2,https://lm-dental.com/wp-content/uploads/2022/08/filling-remover-lm-764-766-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/others-2/filling-remover/,
LM-DENTAL-FLEXPLORER-11F-12F,LM Dental,LM-Instruments Oy,Flexplorer 11F-12F,11F-12F,11F-12F,1,LM Dental / handinstrumentation / diagnostics / explorers,https://lm-dental.com/wp-content/uploads/2022/08/flexplorer-lm-11f-12f-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/explorers/flexplorer-11f-12f/,
LM-DENTAL-FLOW-INSTRUMENT-IO,LM Dental,LM-Instruments Oy,Flow Instrument IO,484-485,484-485,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / for composites,https://lm-dental.com/wp-content/uploads/2022/08/flow-instrument-io-lm-484-485-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/for-composites/flow-instrument-io/,
LM-DENTAL-FOOT-PEDAL,LM Dental,LM-Instruments Oy,Foot pedal,,,1,LM Dental / uncategorized,,0,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,PHOTO_REQUIRED,https://lm-dental.com/products/uncategorized/foot-pedal/,
LM-DENTAL-FOOT-PEDAL-LM-RONDOPLUS,LM Dental,LM-Instruments Oy,Foot pedal for LM-RondoPlus™,8630,8630,1,LM Dental / care and handling / sharpening,https://lm-dental.com/wp-content/uploads/2017/01/rondo-foot-pedal.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/care-and-handling/sharpening/foot-pedal-lm-rondoplus/,
LM-DENTAL-FORM-CONDENSER-1-5-2-5-MM,LM Dental,LM-Instruments Oy,"Form Condenser, 1.5-2.5 mm",702-703,702-703,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / for composites,https://lm-dental.com/wp-content/uploads/2022/08/form-condenser-1-5-2-5-lm-702-703-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/for-composites/form-condenser-1-5-2-5-mm/,
LM-DENTAL-FURCATION-DIAMOND-FILE,LM Dental,LM-Instruments Oy,Furcation Diamond File,,,1,LM Dental / handinstrumentation / periodontics / diamond files,https://lm-dental.com/wp-content/uploads/2023/10/Furcation_Diamond_File_261-262DES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/diamond-files/furcation-diamond-file/,
LM-DENTAL-FURCATION-DIAMOND-FILE-SV-7-8,LM Dental,LM-Instruments Oy,Furcation Diamond File SV 7-8,257-258D,257-258D,1,LM Dental / handinstrumentation / periodontics / diamond files,https://lm-dental.com/wp-content/uploads/2023/10/Furcation_File_SV_7-8_257-258DES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/diamond-files/furcation-diamond-file-sv-7-8/,
LM-DENTAL-FURCATION-PROBE,LM Dental,LM-Instruments Oy,Furcation Probe,20B-21B,20B-21B,1,LM Dental / handinstrumentation / diagnostics / furcation probes,https://lm-dental.com/wp-content/uploads/2022/08/furcation-probe-lm-20b-21b-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/diagnostics/furcation-probes/furcation-probe/,
LM-DENTAL-FURCATOR-KS,LM Dental,LM-Instruments Oy,Furcator KS,259-260,259-260,1,LM Dental / handinstrumentation / periodontics / others periodontics,https://lm-dental.com/wp-content/uploads/2023/10/Furcator_KS_259-260ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/others-periodontics/furcator-ks/,
LM-DENTAL-GINGIVAL-MARGIN-TRIMMER-1-2-MM-DISTAL,LM Dental,LM-Instruments Oy,"Gingival Margin Trimmer, 1.2 mm, distal",121-122,121-122,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2024/09/GM_Trim_Distal_1.2_121-122ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/gingival-margin-trimmer-1-2-mm-distal/,
LM-DENTAL-GINGIVAL-MARGIN-TRIMMER-1-2-MM-MESIAL,LM Dental,LM-Instruments Oy,"Gingival Margin Trimmer, 1.2 mm, mesial",125-126,125-126,1,LM Dental / handinstrumentation / restoration / cavity preparations and placing fillings / others,https://lm-dental.com/wp-content/uploads/2024/09/GM_Trim_mesial_1.2_125-126ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/cavity-preparations-and-placing-fillings/others/gingival-margin-trimmer-1-2-mm-mesial/,
LM-DENTAL-GOLDMAN-FOX-3,LM Dental,LM-Instruments Oy,Goldman-Fox 3,233-234,233-234,1,LM Dental / handinstrumentation / periodontics / universal curettes / others 3,https://lm-dental.com/wp-content/uploads/2023/10/Goldman-Fox_3_233-234ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/others-3/goldman-fox-3/,
LM-DENTAL-GRACEY-12,LM Dental,LM-Instruments Oy,Gracey 1/2,201-202,201-202,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_1-2_201-202ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-12/,
LM-DENTAL-GRACEY-1112,LM Dental,LM-Instruments Oy,Gracey 11/12,211-212,211-212,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_11-12_211-212ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1112/,
LM-DENTAL-GRACEY-1114,LM Dental,LM-Instruments Oy,Gracey 11/14 M-D,211-214,211-214,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/M-D_GRA_11-14_211-214ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1114/,
LM-DENTAL-GRACEY-1213,LM Dental,LM-Instruments Oy,Gracey 12/13 M-D,212-213,212-213,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/M-D_GRA_12-13_212-213ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1213/,
LM-DENTAL-GRACEY-1314,LM Dental,LM-Instruments Oy,Gracey 13/14,213-214,213-214,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_13-14_213-214ES_Front-1-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1314/,
LM-DENTAL-GRACEY-1516,LM Dental,LM-Instruments Oy,Gracey 15/16,245-246,245-246,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2024/01/GRA_15-16_SD_245-246SDES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1516/,
LM-DENTAL-GRACEY-1518,LM Dental,LM-Instruments Oy,Gracey 15/18 M-D,245-248,245-248,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/M-D_GRA_15-18_245-248ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1518/,
LM-DENTAL-GRACEY-1617,LM Dental,LM-Instruments Oy,Gracey 16/17 M-D,246-247,246-247,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/M-D_GRA_16-17_246-247ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1617/,
LM-DENTAL-GRACEY-1718,LM Dental,LM-Instruments Oy,Gracey 17/18,247-248,247-248,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_17-18_247-248ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-1718/,
LM-DENTAL-GRACEY-34,LM Dental,LM-Instruments Oy,Gracey 3/4,203-204,203-204,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2024/01/GRA_3-4_203-204ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-34/,
LM-DENTAL-GRACEY-56,LM Dental,LM-Instruments Oy,Gracey 5/6,205-206,205-206,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_5-6_205-206ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-56/,
LM-DENTAL-GRACEY-78,LM Dental,LM-Instruments Oy,Gracey 7/8,207-208,207-208,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_7-8_207-208ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-78/,
LM-DENTAL-GRACEY-910,LM Dental,LM-Instruments Oy,Gracey 9/10,209-210,209-210,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_9-10_209-210ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-910/,
LM-DENTAL-GRACEY-P3-P4,LM Dental,LM-Instruments Oy,Gracey P3-P4,266-267,266-267,1,LM Dental / handinstrumentation / periodontics / gracey curettes / standard gracey curettes,https://lm-dental.com/wp-content/uploads/2023/10/GRA_P3-P4_266-267ES_Front.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/gracey-curettes/standard-gracey-curettes/gracey-p3-p4/,
LM-DENTAL-HOE-SCALER-ANTERIOR,LM Dental,LM-Instruments Oy,"Hoe Scaler, anterior",,,1,LM Dental / handinstrumentation / periodontics / hoe scalers,https://lm-dental.com/wp-content/uploads/2024/01/Hoe_Scaler_ant_112-113ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/hoe-scalers/hoe-scaler-anterior/,
LM-DENTAL-HOE-SCALER-LATERAL,LM Dental,LM-Instruments Oy,"Hoe Scaler, lateral",,,1,LM Dental / handinstrumentation / periodontics / hoe scalers,https://lm-dental.com/wp-content/uploads/2023/10/Hoe_Scaler_lat_134-135ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/hoe-scalers/hoe-scaler-lateral/,
