officialProductId,brand,manufacturer,name,manufacturerRef,manufacturerRefs,variantCount,categoryPath,sourceImageUrl,imageCount,kzEvidence,status,sourcePageUrl,referenceReviewNote
LM-DENTAL-HOLLENBACK-1S-2S,LM Dental,LM-Instruments Oy,Hollenback 1S/2S,743-753,743-753,1,LM Dental / handinstrumentation / restoration / contouring and sculpting / carvers,https://lm-dental.com/wp-content/uploads/2026/03/Hollenback-1S_2S-743-753ES_front_web.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/contouring-and-sculpting/carvers/hollenback-1s-2s/,
LM-DENTAL-IH-1,LM Dental,LM-Instruments Oy,IH-1,100404,100404,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/ih-1_100404.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/ih-1/,
LM-DENTAL-IH-2,LM Dental,LM-Instruments Oy,IH-2,100405,100405,1,LM Dental / ultrasonics and air polishing / ultrasonic tips and polishing nozzles / scaling,https://lm-dental.com/wp-content/uploads/2017/01/ih-2_100405-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/ultrasonics-and-air-polishing/ultrasonic-tips-and-polishing-nozzles/scaling/ih-2/,
LM-DENTAL-IM-1,LM Dental,LM-Instruments Oy,IM-1,100301,100301,1,LM Dental / uncategorized,https://lm-dental.com/wp-content/uploads/2017/01/im-1_100301product.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/uncategorized/im-1/,
LM-DENTAL-IMPLANT-MINI-GRACEY-12,LM Dental,LM-Instruments Oy,Implant Mini Gracey 1/2,201-202MTIEM,201-202MTIEM,1,LM Dental / handinstrumentation / periodontics / lm ergomix instruments,https://lm-dental.com/wp-content/uploads/2023/10/Implant_Mini_Gracey_1-2_201-202MTIEM_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/lm-ergomix-instruments/implant-mini-gracey-12/,
LM-DENTAL-IMPLANT-MINI-GRACEY-1112,LM Dental,LM-Instruments Oy,Implant Mini Gracey 11/12,211-212MTIEM,211-212MTIEM,1,LM Dental / handinstrumentation / periodontics / lm ergomix instruments,https://lm-dental.com/wp-content/uploads/2023/10/Implant_Mini_Gracey_11-12_211-212MTIEM_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/lm-ergomix-instruments/implant-mini-gracey-1112/,
LM-DENTAL-IMPLANT-MINI-GRACEY-1314,LM Dental,LM-Instruments Oy,Implant Mini Gracey 13/14,213-214MTIEM,213-214MTIEM,1,LM Dental / handinstrumentation / periodontics / lm ergomix instruments,https://lm-dental.com/wp-content/uploads/2023/10/Implant_Mini_Gracey_13-14_213-214MTIEM_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/lm-ergomix-instruments/implant-mini-gracey-1314/,
LM-DENTAL-IMPLANT-MINI-UNIVERSAL-CURETTE,LM Dental,LM-Instruments Oy,Implant Mini Universal curette,283-284MTIEM,283-284MTIEM,1,LM Dental / handinstrumentation / periodontics / lm ergomix instruments,https://lm-dental.com/wp-content/uploads/2023/10/Implant_Mini_Universal_Curette_283-284MTIEM_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/lm-ergomix-instruments/implant-mini-universal-curette/,
LM-DENTAL-LANGER-12,LM Dental,LM-Instruments Oy,Langer 1/2,,,1,LM Dental / handinstrumentation / periodontics / universal curettes / langer curettes,https://lm-dental.com/wp-content/uploads/2023/10/Langer_1-2_281-282ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/langer-curettes/langer-12/,
LM-DENTAL-LANGER-34,LM Dental,LM-Instruments Oy,Langer 3/4,283-284,283-284,1,LM Dental / handinstrumentation / periodontics / universal curettes / langer curettes,https://lm-dental.com/wp-content/uploads/2023/10/Langer_3-4_283-284ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/langer-curettes/langer-34/,
LM-DENTAL-LANGER-56,LM Dental,LM-Instruments Oy,Langer 5/6,285-286,285-286,1,LM Dental / handinstrumentation / periodontics / universal curettes / langer curettes,https://lm-dental.com/wp-content/uploads/2023/10/Langer_5-6_285-286ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/universal-curettes/langer-curettes/langer-56/,
LM-DENTAL-LAPLANDER,LM Dental,LM-Instruments Oy,Laplander,148-149,148-149,1,LM Dental / handinstrumentation / periodontics / sickle scalers,https://lm-dental.com/wp-content/uploads/2023/09/Laplander_148-149ES_Front-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/periodontics/sickle-scalers/laplander/,
LM-DENTAL-LIGATURE-DIRECTOR,LM Dental,LM-Instruments Oy,Ligature Director,411-415,411-415,1,LM Dental / handinstrumentation / orthodontics,https://lm-dental.com/wp-content/uploads/2022/08/ligature-director-lm-411-415-es.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/orthodontics/ligature-director/,
LM-DENTAL-LIGATURE-ON-OFF-SL,LM Dental,LM-Instruments Oy,Ligature On-Off SL,414-17CL,414-17CL,1,LM Dental / handinstrumentation / orthodontics,https://lm-dental.com/wp-content/uploads/2022/08/ligature-on-off-sl-lm-414-17cl-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/orthodontics/ligature-on-off-sl/,
LM-DENTAL-LIGATURE-TUCKER,LM Dental,LM-Instruments Oy,Ligature Tucker,414-415,414-415,1,LM Dental / handinstrumentation / orthodontics,https://lm-dental.com/wp-content/uploads/2022/08/ligature-tucker-lm-414-415-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/orthodontics/ligature-tucker/,
LM-DENTAL-LIGATURE-TUCKER-SCALER-U15,LM Dental,LM-Instruments Oy,Ligature Tucker – Scaler U15,414-150,414-150,1,LM Dental / handinstrumentation / orthodontics,https://lm-dental.com/wp-content/uploads/2022/08/ligature-tucker-scaler-u15-lm-414-150-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/orthodontics/ligature-tucker-scaler-u15/,
LM-DENTAL-LM-ACTIVATOR-2-HIGH-LONG,LM Dental,LM-Instruments Oy,LM-Activator™ 2 High Long,,,1,LM Dental / orthodontic appliances / lm activator 2 / high 2,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-High-Long-Narrow.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/high-2/lm-activator-2-high-long/,
LM-DENTAL-LM-ACTIVATOR-HIGH-LONG-WIDE,LM Dental,LM-Instruments Oy,LM-Activator™ 2 High Long Wide,,,1,LM Dental / orthodontic appliances / lm activator 2 / high wide,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-High-Long-Wide.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/high-wide/lm-activator-high-long-wide/,
LM-DENTAL-LM-ACTIVATOR-2-HIGH-SHORT,LM Dental,LM-Instruments Oy,LM-Activator™ 2 High Short,,,1,LM Dental / orthodontic appliances / lm activator 2 / high 2,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-High-Short-Narrow.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/high-2/lm-activator-2-high-short/,
LM-DENTAL-LM-ACTIVATOR-HIGH-SHORT-WIDE,LM Dental,LM-Instruments Oy,LM-Activator™ 2 High Short Wide,,,1,LM Dental / orthodontic appliances / lm activator 2 / high wide,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-High-Short-Wide.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/high-wide/lm-activator-high-short-wide/,
LM-DENTAL-LM-ACTIVATOR-2-LOW-LONG,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Long,,,1,LM Dental / orthodontic appliances / lm activator 2 / low 2,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Long-Narrow.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-2/lm-activator-2-low-long/,
LM-DENTAL-LM-ACTIVATOR-LOW-LONG-NARROW-REINFORCED,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Long Narrow Reinforced,,,1,LM Dental / orthodontic appliances / lm activator 2 / low 2,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Long-Narrow-Reinforced.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-2/lm-activator-low-long-narrow-reinforced/,
LM-DENTAL-LM-ACTIVATOR-LOW-LONG-WIDE,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Long Wide,,,1,LM Dental / orthodontic appliances / lm activator 2 / low wide,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Long-Wide.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-wide/lm-activator-low-long-wide/,
LM-DENTAL-LM-ACTIVATOR-LOW-LONG-WIDE-REINFORCED,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Long Wide Reinforced,,,1,LM Dental / orthodontic appliances / lm activator 2 / low wide,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Long-Wide-Reinforced.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-wide/lm-activator-low-long-wide-reinforced/,
LM-DENTAL-LM-ACTIVATOR-2-LOW-SHORT-NARROW,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Short,,,1,LM Dental / orthodontic appliances / lm activator 2 / low 2,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Short-Narrow.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-2/lm-activator-2-low-short-narrow/,
LM-DENTAL-LM-ACTIVATOR-LOW-SHORT-NARROW-REINFORCED,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Short Narrow Reinforced,,,1,LM Dental / orthodontic appliances / lm activator 2 / low 2,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Short-Narrow-Reinforced.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-2/lm-activator-low-short-narrow-reinforced/,
LM-DENTAL-LM-ACTIVATOR-LOW-SHORT-WIDE,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Short Wide,,,1,LM Dental / orthodontic appliances / lm activator 2 / low wide,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Short-Wide.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-wide/lm-activator-low-short-wide/,
LM-DENTAL-LM-ACTIVATOR-LOW-SHORT-WIDE-REINFORCED,LM Dental,LM-Instruments Oy,LM-Activator™ 2 Low Short Wide Reinforced,,,1,LM Dental / orthodontic appliances / lm activator 2 / low wide,https://lm-dental.com/wp-content/uploads/2017/04/LM-Activator-2-Low-Short-Wide-Reinforced.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator-2/low-wide/lm-activator-low-short-wide-reinforced/,
LM-DENTAL-LM-ACTIVATOR-2-ORTHOSIZER,LM Dental,LM-Instruments Oy,LM-Activator™ 2 OrthoSizer™,,,1,LM Dental / orthodontic appliances / my lm activator / low 3,https://lm-dental.com/wp-content/uploads/2017/06/LM-Activator-2-OrthoSizer_box-1-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/my-lm-activator/low-3/lm-activator-2-orthosizer/,
LM-DENTAL-LM-ACTIVATOR-HIGH-LONG-2,LM Dental,LM-Instruments Oy,LM-Activator™ High Long,,,1,LM Dental / orthodontic appliances / lm activator / high,https://lm-dental.com/wp-content/uploads/1970/01/LM-Activator-High-Long.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator/high/lm-activator-high-long-2/,
LM-DENTAL-LM-ACTIVATOR-HIGH-SHORT,LM Dental,LM-Instruments Oy,LM-Activator™ High Short,,,1,LM Dental / orthodontic appliances / lm activator / high,https://lm-dental.com/wp-content/uploads/2023/01/LM-Activator-High-Short.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator/high/lm-activator-high-short/,
LM-DENTAL-LM-ACTIVATOR-LOW-LONG,LM Dental,LM-Instruments Oy,LM-Activator™ Low Long,,,1,LM Dental / orthodontic appliances / lm activator / low,https://lm-dental.com/wp-content/uploads/2023/01/LM-Activator-Low-Long-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator/low/lm-activator-low-long/,
LM-DENTAL-LM-ACTIVATOR-LOW-SHORT,LM Dental,LM-Instruments Oy,LM-Activator™ Low Short,,,1,LM Dental / orthodontic appliances / lm activator / low,https://lm-dental.com/wp-content/uploads/2023/01/LM-Activator-Low-Short-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator/low/lm-activator-low-short/,
LM-DENTAL-LM-ACTIVATOR-ORTHOSIZER,LM Dental,LM-Instruments Oy,LM-Activator™ OrthoSizer™,,,1,LM Dental / orthodontic appliances / lm activator / low,https://lm-dental.com/wp-content/uploads/2017/06/LM-OrthoSizer_box-horizontal-1-scaled.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/orthodontic-appliances/lm-activator/low/lm-activator-orthosizer/,
LM-DENTAL-LM-ARTE-APPLICA,LM Dental,LM-Instruments Oy,LM-Arte™ Applica,46-49,46-49,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/08/lm-arte-applica-lm-46-49-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-applica/,
LM-DENTAL-LM-ARTE-APPLICA-TWIST,LM Dental,LM-Instruments Oy,LM-Arte™ Applica Twist,464-494,464-494,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/11/LM-Arte-Appica-Twist-LM-464-494-ES-1-1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-applica-twist/,
LM-DENTAL-LM-ARTE-COMPLETE-SET,LM Dental,LM-Instruments Oy,LM-Arte™ Complete Set,6848,6848,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/11/LM-Arte-Complete-Set-6848ES.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-complete-set/,
LM-DENTAL-LM-ARTE-CONDENSA,LM Dental,LM-Instruments Oy,LM-Arte™ Condensa,488-489,488-489,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/08/lm-arte-condensa-lm-488-489-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-condensa/,
LM-DENTAL-LM-ARTE-CUSP-MISURA,LM Dental,LM-Instruments Oy,LM-Arte™ Cusp Misura,468-469,468-469,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/03/LM-Arte-Cusp-Misura-LM-468-469-ES_1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-cusp-misura/,
LM-DENTAL-LM-ARTE-DARK-DIAMOND-SET,LM Dental,LM-Instruments Oy,LM-Arte™ Dark Diamond set,6845ES,6845ES,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2023/04/LM-Arte-Dark-Diamond-Set-6845ES-1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-dark-diamond-set/,
LM-DENTAL-LM-ARTE-DARK-DIAMOND-SET-PLUS,LM Dental,LM-Instruments Oy,LM-Arte™ Dark Diamond Set Plus,6846ES,6846ES,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2025/09/LM-Arte-Dark-Diamond-Set-Plus-6846ES.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-dark-diamond-set-plus/,
LM-DENTAL-LM-ARTE-ECCESSO,LM Dental,LM-Instruments Oy,LM-Arte™ Eccesso,307-308,307-308,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2023/05/LM-Arte-Eccesso-307-308-ES-1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-eccesso/,
LM-DENTAL-LM-ARTE-FISSURA,LM Dental,LM-Instruments Oy,LM-Arte™ Fissura,481-487,481-487,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/08/lm-arte-fissura-lm-481-487-es-1.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-fissura/,
LM-DENTAL-LM-ARTE-MISURA,LM Dental,LM-Instruments Oy,LM-Arte™ Misura,,,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/11/LM-Arte-Misura-LM-496-497-ES-1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,MANUFACTURER_REFERENCE_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-misura/,
LM-DENTAL-LM-ARTE-MODELLA,LM Dental,LM-Instruments Oy,LM-Arte™ Modella,442-443,442-443,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/08/lm-arte-modella-lm-442-443-es-2.jpg,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-modella/,
LM-DENTAL-LM-ARTE-POSTERIOR-MISURA,LM Dental,LM-Instruments Oy,LM-Arte™ Posterior Misura,498-499,498-499,1,LM Dental / handinstrumentation / restoration / lm arte esthetic restoration,https://lm-dental.com/wp-content/uploads/2022/11/Posterior-Misura-LM-498-499-ES-1.png,1,BRAND_AND_SELECTED_PRODUCTS_OBSERVED_IN_KAZAKHSTAN_EXACT_SKU_REVIEW_REQUIRED,OFFICIAL_REFERENCE_COLLECTED_KZ_AVAILABILITY_REVIEW_REQUIRED,https://lm-dental.com/products/handinstrumentation/restoration/lm-arte-esthetic-restoration/lm-arte-posterior-misura/,
