productId,brand,name,status,reason,identityPresent,sourcePresent,exactPhoto,verifiedPhotoRights,sourceUrl,nextAction
public-ddcfbffdc917b2b0a20aa8cf,,"Абатмент выгораемый для коронки 4,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/kobalt_khromovyy_abatment/abatment_vygoraemyy_dlya_koronki_4_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-34e7a658b5f08e7d7abcdd2a,,"Абатмент выгораемый для коронки 5,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/kobalt_khromovyy_abatment/abatment_vygoraemyy_dlya_koronki_5_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-53af3f362107a2aa78d833f6,,"Абатмент выгораемый для мостов 3,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/kobalt_khromovyy_abatment/abatment_vygoraemyy_dlya_mostov_3_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-9042632183e859e4237131a7,,"Абатмент выгораемый для мостов 4,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/kobalt_khromovyy_abatment/abatment_vygoraemyy_dlya_mostov_4_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-ca508d23d4c85c819c06aa3c,,"Абатмент выгораемый для мостов 4,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/kobalt_khromovyy_abatment/abatment_vygoraemyy_dlya_mostov_4_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-929d6df80a5cfea89d5c3582,,"Абатмент выгораемый для мостов 5,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/kobalt_khromovyy_abatment/abatment_vygoraemyy_dlya_mostov_5_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-8a97bab03de10e6334ae6ed6,,"Абатмент с цементной фиксацией 3,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_3_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-5f2f6376378b9143e70fa8f0,,"Абатмент с цементной фиксацией 3,5 CF GH 2,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_3_5_cf_gh_2_0_np/,BRAND_REQUIRED
public-942e6cf52e99df493d512f3b,,"Абатмент с цементной фиксацией 3,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_3_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-9ebe97ece94f7a543bf2a73b,,"Абатмент с цементной фиксацией 3,5 CF GH 4,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_3_5_cf_gh_4_0_np/,BRAND_REQUIRED
public-71c552e1fbd3286ce463c749,,"Абатмент с цементной фиксацией 3,5 CF GH 5,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_3_5_cf_gh_5_0_np/,BRAND_REQUIRED
public-49e06e83cc6ab9819d661f58,,"Абатмент с цементной фиксацией 4,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-16387ecf19f15af1cba8ee17,,"Абатмент с цементной фиксацией 4,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_1_0_sp_/,BRAND_REQUIRED
public-9736edb1d93bb3381545a5ef,,"Абатмент с цементной фиксацией 4,5 CF GH 2,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_2_0_np/,BRAND_REQUIRED
public-80402773a51917aa83c87d51,,"Абатмент с цементной фиксацией 4,5 CF GH 2,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_2_0_sp/,BRAND_REQUIRED
public-823939ea82adc3a2dfedea97,,"Абатмент с цементной фиксацией 4,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-d5f72405155138ef0de3df63,,"Абатмент с цементной фиксацией 4,5 CF GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_3_0_sp/,BRAND_REQUIRED
public-26f20c27fa389d86c757bfd5,,"Абатмент с цементной фиксацией 4,5 CF GH 4,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_4_0_np/,BRAND_REQUIRED
public-3db026a8342472ddaa948744,,"Абатмент с цементной фиксацией 4,5 CF GH 4,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_4_0_sp/,BRAND_REQUIRED
public-b55091c33ed6961ad7968b45,,"Абатмент с цементной фиксацией 4,5 CF GH 5,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_5_0_np/,BRAND_REQUIRED
public-1e4f76c64ce32e4dd9683972,,"Абатмент с цементной фиксацией 4,5 CF GH 5,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/pryamoy_tip/abatment_s_tsementnoy_fiksatsiey_4_5_cf_gh_5_0_sp/,BRAND_REQUIRED
public-ed78514d4bdb94f24fec1f88,,"Абатмент титановый временный для коронки 3,5 CF GH 0,5 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_3_5_cf_gh_0_5_np/,BRAND_REQUIRED
public-6c39fa32583105a8f0c387bb,,"Абатмент титановый временный для коронки 3,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_3_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-9e243ab25cdc67946e505fe1,,"Абатмент титановый временный для коронки 3,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_3_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-2cc4e29e64891462725fca00,,"Абатмент титановый временный для коронки 4,5 CF GH 0,5 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_4_5_cf_gh_0_5_np/,BRAND_REQUIRED
public-d30db04307769dd1b6f79032,,"Абатмент титановый временный для коронки 4,5 CF GH 0,5 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_4_5_cf_gh_0_5_sp/,BRAND_REQUIRED
public-24f918d8072761ae41b9d0f6,,"Абатмент титановый временный для коронки 4,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_4_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-b514affe62f6cb2f3df6ee36,,"Абатмент титановый временный для коронки 4,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_4_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-51a9ff840e49562b9adb5672,,"Абатмент титановый временный для коронки 4,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_4_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-08dc12e9ad13f646f459cd11,,"Абатмент титановый временный для коронки 4,5 CF GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_4_5_cf_gh_3_0_sp/,BRAND_REQUIRED
public-531bd639b43fedd00a2e8a65,,"Абатмент титановый временный для коронки 5,5 CF GH 0,5 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_5_5_cf_gh_0_5_sp/,BRAND_REQUIRED
public-5880d639515f7e4a3b2959e3,,"Абатмент титановый временный для коронки 5,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_5_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-7c2b7b6ffc04e45b9b6e641e,,"Абатмент титановый временный для коронки 5,5 CF GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_koronki/abatment_titanovyy_vremennyy_dlya_koronki_5_5_cf_gh_3_0_sp/,BRAND_REQUIRED
public-bd87aad1f52268b542738aa0,,"Абатмент титановый временный для мостов 3,5 CF GH 0,5 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_3_5_cf_gh_0_5_np/,BRAND_REQUIRED
public-f3704fb4d08da8e4230a4dd5,,"Абатмент титановый временный для мостов 3,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_3_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-28cbb9901d93972cdeae4b6f,,"Абатмент титановый временный для мостов 3,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_3_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-b1587bf040c6c66d0fdbfd33,,"Абатмент титановый временный для мостов 4,5 CF GH 0,5 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_4_5_cf_gh_0_5_np/,BRAND_REQUIRED
public-96eaa76b80365ce245f557ad,,"Абатмент титановый временный для мостов 4,5 CF GH 0,5 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_4_5_cf_gh_0_5_sp/,BRAND_REQUIRED
public-01c2da91dd5bc1e22d5fbcd2,,"Абатмент титановый временный для мостов 4,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_4_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-1dd03ececf7077fee4b70c60,,"Абатмент титановый временный для мостов 4,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_4_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-d9ad36bb85c4ab0fe9bb3944,,"Абатмент титановый временный для мостов 4,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_4_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-26191b787d7872838f6361c4,,"Абатмент титановый временный для мостов 4,5 CF GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_4_5_cf_gh_3_0_sp/,BRAND_REQUIRED
public-e71c0211be61eca6a86a0fd8,,"Абатмент титановый временный для мостов 5,5 CF GH 0,5 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_5_5_cf_gh_0_5_sp/,BRAND_REQUIRED
public-6da403c9eda8b3dbbb219ffa,,"Абатмент титановый временный для мостов 5,5 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_5_5_cf_gh_1_0_sp/,BRAND_REQUIRED
public-abb64925d72d62f730213635,,"Абатмент титановый временный для мостов 5,5 CF GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/dlya_mostov/abatment_titanovyy_vremennyy_dlya_mostov_5_5_cf_gh_3_0_sp/,BRAND_REQUIRED
public-88cdf5098495b57c36753ee8,,Абатмент титановый для Multi Unit полировалный 3 5,BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/komponenty/abatment_titanovyy_dlya_multi_unit_polirovalnyy_3_5/,BRAND_REQUIRED
public-fd8e78384d0c0ae1fda2c024,,Абатмент титановый для Multi Unit полировалный 4 8,BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/komponenty/abatment_titanovyy_dlya_multi_unit_polirovalnyy_4_8/,BRAND_REQUIRED
public-d578367cc8bd8419b8cb7b4e,,"Абатмент титановый для MULTI UNIT полировальный 3,5",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/komponenty/abatment_titanovyy_dlya_multi_unit_polirovalnyy_3_5/,BRAND_REQUIRED
public-b18a22d61a986d44e6739c51,,"Абатмент титановый для MULTI UNIT полировальный 4,8",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/komponenty/abatment_titanovyy_dlya_multi_unit_polirovalnyy_4_8/,BRAND_REQUIRED
public-b73d5cd1fbb5b21052066020,,"Абатмент MULTI UNIT 3,5 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_3_5_cf_gh_1_0_np/,BRAND_REQUIRED
public-a0eed2add2963679e5e0d090,,"Абатмент MULTI UNIT 3,5 CF GH 2,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_3_5_cf_gh_2_0_np/,BRAND_REQUIRED
public-55974200c3b1d3ae8d817990,,"Абатмент MULTI UNIT 3,5 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_3_5_cf_gh_3_0_np/,BRAND_REQUIRED
public-d291783453775843beed5ff4,,"Абатмент MULTI UNIT 4,8 CF 17D GH 2,5 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_2_5_np/,BRAND_REQUIRED
public-9a78031c354497467375f63b,,"Абатмент MULTI UNIT 4,8 CF 17D GH 2,5 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_2_5_sp/,BRAND_REQUIRED
public-74dab46caad50e99888d8ca9,,"Абатмент MULTI UNIT 4,8 CF 17D GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_3_0_np/,BRAND_REQUIRED
public-cd1d6a1cce5a65a135bb1aa8,,"Абатмент Multi Unit 4,8 CF 17D GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_17d_gh_3_0_sp/,BRAND_REQUIRED
public-b0a8576cbd14a28cb9b446f7,,"Абатмент Multi Unit 4,8 CF 30D GH 3,5 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_30d_gh_3_5_sp/,BRAND_REQUIRED
public-ff9c0f0839daafdb504e2bb4,,"Абатмент MULTI UNIT 4,8 CF 30D GH 4,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_30d_gh_4_0_sp/,BRAND_REQUIRED
public-58105a6aa5a459fe4c2f04a1,,"Абатмент Multi Unit 4,8 CF GH 1,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_1_0_np/,BRAND_REQUIRED
public-4129922c021f1829cff0e84c,,"Абатмент Multi Unit 4,8 CF GH 1,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_1_0_sp/,BRAND_REQUIRED
public-8fd518f3e616ca6b3dc37c4b,,"Абатмент Multi Unit 4,8 CF GH 2,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_2_0_np/,BRAND_REQUIRED
public-fb2253ea71f8497bd690b972,,"Абатмент Multi Unit 4,8 CF GH 2,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_2_0_sp/,BRAND_REQUIRED
public-cb4a37706e1665e6f233100b,,"Абатмент MULTI UNIT 4,8 CF GH 3,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_3_0_np/,BRAND_REQUIRED
public-7d82978f5885c8dad8b85be5,,"Абатмент Multi Unit 4,8 CF GH 3,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_4_8_cf_gh_3_0_sp/,BRAND_REQUIRED
public-de5ab958d846109578713526,,"Абатмент Multi Unit винтовой фиксировкой 4,8 CF 17D GH 4,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_17d_gh_4_0_np/,BRAND_REQUIRED
public-a52473f9864bb1da0a10fa13,,"Абатмент Multi Unit винтовой фиксировкой 4,8 CF 17D GH 4,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_17d_gh_4_0_sp/,BRAND_REQUIRED
public-48ff2776673fe2c34e6abdc8,,"Абатмент Multi unit винтовой фиксировкой 4,8 CF 30D GH 3,5 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_3_5_np/,BRAND_REQUIRED
public-f3867a315337bace09868fc7,,"Абатмент Multi Unit винтовой фиксировкой 4,8 CF 30D GH 4,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_4_0_np/,BRAND_REQUIRED
public-47e8a514c1ffad9d19d58c2d,,"Абатмент Multi Unit винтовой фиксировкой 4,8 CF 30D GH 5,0 NP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_5_0_np/,BRAND_REQUIRED
public-175c9a6d9f3cdf295f6c277c,,"Абатмент Multi Unit винтовой фиксировкой 4,8 CF 30D GH 5,0 SP",BRAND_REQUIRED,Canonical card cannot be published without a confirmed brand,YES,YES,YES,NO,https://amdgroup.kz/catalog/abatmenty_multi_unit_/abatment_multi_unit_vintovoy_fiksirovkoy_4_8_cf_30d_gh_5_0_sp/,BRAND_REQUIRED
